"cty","Name","College_Graduation_Rate_rP_gP_p25"
"cty04023","Santa Cruz County, AZ",0.1732
"cty37131","Northampton County, NC",0.1732
"cty55121","Trempealeau County, WI",0.1732
"cty16005","Bannock County, ID",0.1731
"cty06015","Del Norte County, CA",0.1731
"cty55127","Walworth County, WI",0.1731
"cty26055","Grand Traverse County, MI",0.1729
"cty29053","Cooper County, MO",0.1729
"cty23009","Hancock County, ME",0.1728
"cty51680","Lynchburg city, VA",0.1728
"cty23007","Franklin County, ME",0.1727
"cty18137","Ripley County, IN",0.1727
"cty30035","Glacier County, MT",0.1724
"cty48111","Dallam County, TX",0.1723
"cty16011","Bingham County, ID",0.1722
"cty37179","Union County, NC",0.1721
"cty22079","Rapides Parish, LA",0.172
"cty39169","Wayne County, OH",0.1719
"cty42107","Schuylkill County, PA",0.1718
"cty53007","Chelan County, WA",0.1717
"cty18141","St. Joseph County, IN",0.1716
"cty42039","Crawford County, PA",0.1716
"cty53009","Clallam County, WA",0.1715
"cty17039","De Witt County, IL",0.1714
"cty28063","Jefferson County, MS",0.1713
"cty29071","Franklin County, MO",0.1713
"cty29119","McDonald County, MO",0.1712
"cty16001","Ada County, ID",0.1712
"cty48399","Runnels County, TX",0.1712
"cty28077","Lawrence County, MS",0.1712
"cty21113","Jessamine County, KY",0.1712
"cty21051","Clay County, KY",0.1712
"cty45009","Bamberg County, SC",0.1712
"cty54079","Putnam County, WV",0.1712
"cty55131","Washington County, WI",0.1712
"cty48439","Tarrant County, TX",0.1711
"cty55103","Richland County, WI",0.1711
"cty19111","Lee County, IA",0.1711
"cty01073","Jefferson County, AL",0.1709
"cty20067","Grant County, KS",0.1709
"cty51105","Lee County, VA",0.1709
"cty53001","Adams County, WA",0.1709
"cty06101","Sutter County, CA",0.1708
"cty24045","Wicomico County, MD",0.1708
"cty53047","Okanogan County, WA",0.1707
"cty20057","Ford County, KS",0.1706
"cty45003","Aiken County, SC",0.1706
"cty48503","Young County, TX",0.1706
"cty48081","Coke County, TX",0.1706
"cty37049","Craven County, NC",0.1705
"cty55009","Brown County, WI",0.1704
"cty29129","Mercer County, MO",0.1704
"cty29217","Vernon County, MO",0.1704
"cty46093","Meade County, SD",0.1703
"cty29063","DeKalb County, MO",0.1703
"cty02261","Valdez-Cordova Census Area, AK",0.1702
"cty48391","Refugio County, TX",0.1702
"cty22015","Bossier Parish, LA",0.17
"cty42059","Greene County, PA",0.17
"cty13127","Glynn County, GA",0.17
"cty49023","Juab County, UT",0.17
"cty48153","Floyd County, TX",0.17
"cty49003","Box Elder County, UT",0.1699
"cty39145","Scioto County, OH",0.1698
"cty37087","Haywood County, NC",0.1697
"cty20133","Neosho County, KS",0.1697
"cty51111","Lunenburg County, VA",0.1696
"cty55047","Green Lake County, WI",0.1694
"cty13063","Clayton County, GA",0.1693
"cty20141","Osborne County, KS",0.1693
"cty42033","Clearfield County, PA",0.1691
"cty21153","Magoffin County, KY",0.1691
"cty02198","Prince of Wales-Hyder Census Area, AK",0.169
"cty55005","Barron County, WI",0.169
"cty28107","Panola County, MS",0.1689
"cty48223","Hopkins County, TX",0.1689
"cty19193","Woodbury County, IA",0.1688
"cty11001","District of Columbia, DC",0.1688
"cty21095","Harlan County, KY",0.1688
"cty48481","Wharton County, TX",0.1688
"cty27145","Stearns County, MN",0.1688
"cty23025","Somerset County, ME",0.1688
"cty27093","Meeker County, MN",0.1688
"cty19063","Emmet County, IA",0.1687
"cty31095","Jefferson County, NE",0.1686
"cty37041","Chowan County, NC",0.1685
"cty47059","Greene County, TN",0.1685
"cty28037","Franklin County, MS",0.1684
"cty21169","Metcalfe County, KY",0.1683
"cty29025","Caldwell County, MO",0.1683
"cty29081","Harrison County, MO",0.1683
"cty53059","Skamania County, WA",0.1682
"cty36049","Lewis County, NY",0.1681
"cty46009","Bon Homme County, SD",0.1681
"cty37025","Cabarrus County, NC",0.1681
"cty53017","Douglas County, WA",0.168
"cty28143","Tunica County, MS",0.168
"cty17167","Sangamon County, IL",0.1679
"cty51191","Washington County, VA",0.1679
"cty49015","Emery County, UT",0.1678
"cty12075","Levy County, FL",0.1676
"cty48317","Martin County, TX",0.1676
"cty28147","Walthall County, MS",0.1676
"cty13195","Madison County, GA",0.1675
"cty28149","Warren County, MS",0.1673
"cty01089","Madison County, AL",0.1672
"cty31177","Washington County, NE",0.1672
"cty51195","Wise County, VA",0.1672
"cty35035","Otero County, NM",0.167
"cty45049","Hampton County, SC",0.1669
"cty13251","Screven County, GA",0.1669
"cty55141","Wood County, WI",0.1668
"cty31061","Franklin County, NE",0.1668
"cty22113","Vermilion Parish, LA",0.1668
"cty37147","Pitt County, NC",0.1668
"cty51193","Westmoreland County, VA",0.1667
"cty35041","Roosevelt County, NM",0.1667
"cty48453","Travis County, TX",0.1666
"cty29195","Saline County, MO",0.1666
"cty19093","Ida County, IA",0.1666
"cty29029","Camden County, MO",0.1666
"cty37185","Warren County, NC",0.1665
"cty16047","Gooding County, ID",0.1665
"cty26137","Otsego County, MI",0.1665
"cty08029","Delta County, CO",0.1665
"cty04003","Cochise County, AZ",0.1664
"cty13145","Harris County, GA",0.1664
"cty55087","Outagamie County, WI",0.1663
"cty47017","Carroll County, TN",0.1662
"cty23027","Waldo County, ME",0.1662
"cty17015","Carroll County, IL",0.1662
"cty47111","Macon County, TN",0.1661
"cty54001","Barbour County, WV",0.1661
"cty51117","Mecklenburg County, VA",0.1661
"cty26047","Emmet County, MI",0.166
"cty24037","St. Mary's County, MD",0.166
"cty54025","Greenbrier County, WV",0.166
"cty48407","San Jacinto County, TX",0.1659
"cty29169","Pulaski County, MO",0.1658
"cty27135","Roseau County, MN",0.1657
"cty12081","Manatee County, FL",0.1655
"cty47079","Henry County, TN",0.1655
"cty19153","Polk County, IA",0.1653
"cty26105","Mason County, MI",0.1653
"cty37069","Franklin County, NC",0.1652
"cty05001","Arkansas County, AR",0.1652
"cty31057","Dundy County, NE",0.1651
"cty28125","Sharkey County, MS",0.1651
"cty19057","Des Moines County, IA",0.1651
"cty37171","Surry County, NC",0.165
"cty48075","Childress County, TX",0.1649
"cty27141","Sherburne County, MN",0.1648
"cty35051","Sierra County, NM",0.1648
"cty19181","Warren County, IA",0.1648
"cty42053","Forest County, PA",0.1648
"cty49035","Salt Lake County, UT",0.1647
"cty13117","Forsyth County, GA",0.1646
"cty33007","Coos County, NH",0.1646
"cty51175","Southampton County, VA",0.1645
"cty18069","Huntington County, IN",0.1644
"cty47031","Coffee County, TN",0.1644
"cty40001","Adair County, OK",0.1643
"cty40019","Carter County, OK",0.1643
"cty48063","Camp County, TX",0.1643
"cty39109","Miami County, OH",0.1642
"cty12053","Hernando County, FL",0.1641
"cty48249","Jim Wells County, TX",0.1641
"cty06115","Yuba County, CA",0.164
"cty13151","Henry County, GA",0.164
"cty13051","Chatham County, GA",0.1639
"cty50025","Windham County, VT",0.1639
"cty05145","White County, AR",0.1639
"cty17135","Montgomery County, IL",0.1639
"cty51187","Warren County, VA",0.1638
"cty55031","Douglas County, WI",0.1637
"cty51131","Northampton County, VA",0.1637
"cty48049","Brown County, TX",0.1637
"cty42011","Berks County, PA",0.1636
"cty18077","Jefferson County, IN",0.1636
"cty01075","Lamar County, AL",0.1635
"cty16077","Power County, ID",0.1635
"cty01041","Crenshaw County, AL",0.1635
"cty42105","Potter County, PA",0.1635
"cty48197","Hardeman County, TX",0.1635
"cty48099","Coryell County, TX",0.1634
"cty51133","Northumberland County, VA",0.1634
"cty40049","Garvin County, OK",0.1633
"cty39093","Lorain County, OH",0.1633
"cty45061","Lee County, SC",0.1633
"cty13269","Taylor County, GA",0.1633
"cty48339","Montgomery County, TX",0.1631
"cty48179","Gray County, TX",0.1631
"cty54065","Morgan County, WV",0.163
"cty49007","Carbon County, UT",0.163
"cty17047","Edwards County, IL",0.163
"cty06095","Solano County, CA",0.1629
"cty10003","New Castle County, DE",0.1628
"cty54019","Fayette County, WV",0.1628
"cty19173","Taylor County, IA",0.1627
"cty55039","Fond du Lac County, WI",0.1627
"cty31157","Scotts Bluff County, NE",0.1626
"cty17003","Alexander County, IL",0.1626
"cty37001","Alamance County, NC",0.1625
"cty45047","Greenwood County, SC",0.1625
"cty13171","Lamar County, GA",0.1625
"cty40109","Oklahoma County, OK",0.1624
"cty06019","Fresno County, CA",0.1623
"cty04013","Maricopa County, AZ",0.1622
"cty17089","Kane County, IL",0.1622
"cty21231","Wayne County, KY",0.1622
"cty39147","Seneca County, OH",0.1622
"cty39071","Highland County, OH",0.1622
"cty47183","Weakley County, TN",0.1622
"cty55067","Langlade County, WI",0.1622
"cty24003","Anne Arundel County, MD",0.1621
"cty39081","Jefferson County, OH",0.1621
"cty05057","Hempstead County, AR",0.162
"cty17165","Saline County, IL",0.1619
"cty36099","Seneca County, NY",0.1618
"cty01077","Lauderdale County, AL",0.1618
"cty39017","Butler County, OH",0.1617
"cty26163","Wayne County, MI",0.1615
"cty48183","Gregg County, TX",0.1615
"cty47113","Madison County, TN",0.1614
"cty47033","Crockett County, TN",0.1614
"cty51590","Danville city, VA",0.1614
"cty02110","Juneau City and Borough, AK",0.1613
"cty16017","Bonner County, ID",0.1613
"cty31059","Fillmore County, NE",0.1613
"cty06109","Tuolumne County, CA",0.1611
"cty42121","Venango County, PA",0.161
"cty51165","Rockingham County, VA",0.161
"cty18081","Johnson County, IN",0.161
"cty27057","Hubbard County, MN",0.1609
"cty24019","Dorchester County, MD",0.1609
"cty45083","Spartanburg County, SC",0.1607
"cty06071","San Bernardino County, CA",0.1606
"cty06103","Tehama County, CA",0.1605
"cty24017","Charles County, MD",0.1605
"cty42111","Somerset County, PA",0.1605
"cty37065","Edgecombe County, NC",0.1604
"cty55043","Grant County, WI",0.1604
"cty45005","Allendale County, SC",0.1603
"cty48341","Moore County, TX",0.1602
"cty48325","Medina County, TX",0.1601
"cty54089","Summers County, WV",0.1601
"cty31047","Dawson County, NE",0.1601
"cty26091","Lenawee County, MI",0.16
"cty36101","Steuben County, NY",0.16
"cty28013","Calhoun County, MS",0.16
"cty40085","Love County, OK",0.16
"cty46103","Pennington County, SD",0.1599
"cty29097","Jasper County, MO",0.1599
"cty31163","Sherman County, NE",0.1598
"cty42131","Wyoming County, PA",0.1597
"cty19133","Monona County, IA",0.1597
"cty48487","Wilbarger County, TX",0.1597
"cty16007","Bear Lake County, ID",0.1597
"cty21155","Marion County, KY",0.1597
"cty08031","Denver County, CO",0.1596
"cty01097","Mobile County, AL",0.1596
"cty12097","Osceola County, FL",0.1596
"cty12069","Lake County, FL",0.1595
"cty39009","Athens County, OH",0.1595
"cty05005","Baxter County, AR",0.1595
"cty47179","Washington County, TN",0.1594
"cty21193","Perry County, KY",0.1594
"cty06077","San Joaquin County, CA",0.1593
"cty53011","Clark County, WA",0.1593
"cty05133","Sevier County, AR",0.1593
"cty21119","Knott County, KY",0.1593
"cty21121","Knox County, KY",0.1593
"cty24011","Caroline County, MD",0.1591
"cty20001","Allen County, KS",0.159
"cty22121","West Baton Rouge Parish, LA",0.159
"cty53053","Pierce County, WA",0.1589
"cty27023","Chippewa County, MN",0.1589
"cty12017","Citrus County, FL",0.1589
"cty21151","Madison County, KY",0.1589
"cty47163","Sullivan County, TN",0.1589
"cty51159","Richmond County, VA",0.1588
"cty01019","Cherokee County, AL",0.1588
"cty36045","Jefferson County, NY",0.1587
"cty17125","Mason County, IL",0.1587
"cty13215","Muscogee County, GA",0.1586
"cty18159","Tipton County, IN",0.1586
"cty22115","Vernon Parish, LA",0.1585
"cty19007","Appanoose County, IA",0.1585
"cty01101","Montgomery County, AL",0.1584
"cty21045","Casey County, KY",0.1584
"cty16087","Washington County, ID",0.1584
"cty29131","Miller County, MO",0.1583
"cty22111","Union Parish, LA",0.1582
"cty01055","Etowah County, AL",0.1582
"cty29085","Hickory County, MO",0.1582
"cty06107","Tulare County, CA",0.1581
"cty37133","Onslow County, NC",0.158
"cty27143","Sibley County, MN",0.158
"cty17119","Madison County, IL",0.1579
"cty01043","Cullman County, AL",0.1579
"cty29123","Madison County, MO",0.1579
"cty18147","Spencer County, IN",0.1579
"cty17087","Johnson County, IL",0.1578
"cty48199","Hardin County, TX",0.1578
"cty05063","Independence County, AR",0.1577
"cty46057","Hamlin County, SD",0.1577
"cty48067","Cass County, TX",0.1577
"cty13245","Richmond County, GA",0.1576
"cty55099","Price County, WI",0.1576
"cty29075","Gentry County, MO",0.1576
"cty06009","Calaveras County, CA",0.1576
"cty55027","Dodge County, WI",0.1575
"cty40003","Alfalfa County, OK",0.1575
"cty28059","Jackson County, MS",0.1574
"cty26087","Lapeer County, MI",0.1574
"cty05131","Sebastian County, AR",0.1573
"cty47157","Shelby County, TN",0.1573
"cty55017","Chippewa County, WI",0.1573
"cty31083","Harlan County, NE",0.1572
"cty40145","Wagoner County, OK",0.1571
"cty55095","Polk County, WI",0.1571
"cty26095","Luce County, MI",0.157
"cty27007","Beltrami County, MN",0.1568
"cty48397","Rockwall County, TX",0.1567
"cty13185","Lowndes County, GA",0.1567
"cty36075","Oswego County, NY",0.1566
"cty19127","Marshall County, IA",0.1565
"cty48455","Trinity County, TX",0.1565
"cty05045","Faulkner County, AR",0.1564
"cty26029","Charlevoix County, MI",0.1564
"cty17179","Tazewell County, IL",0.1564
"cty55057","Juneau County, WI",0.1563
"cty37013","Beaufort County, NC",0.1562
"cty32033","White Pine County, NV",0.1562
"cty19003","Adams County, IA",0.1562
"cty05143","Washington County, AR",0.1561
"cty20191","Sumner County, KS",0.1561
"cty49017","Garfield County, UT",0.1561
"cty48463","Uvalde County, TX",0.1561
"cty18017","Cass County, IN",0.156
"cty48489","Willacy County, TX",0.1559
"cty28045","Hancock County, MS",0.1558
"cty30101","Toole County, MT",0.1557
"cty51179","Stafford County, VA",0.1556
"cty51119","Middlesex County, VA",0.1556
"cty51035","Carroll County, VA",0.1556
"cty18105","Monroe County, IN",0.1555
"cty30053","Lincoln County, MT",0.1555
"cty04019","Pima County, AZ",0.1553
"cty51011","Appomattox County, VA",0.1553
"cty01059","Franklin County, AL",0.1553
"cty23029","Washington County, ME",0.1552
"cty28161","Yalobusha County, MS",0.1552
"cty21133","Letcher County, KY",0.1552
"cty48113","Dallas County, TX",0.1551
"cty54107","Wood County, WV",0.1551
"cty51171","Shenandoah County, VA",0.1551
"cty37173","Swain County, NC",0.155
"cty35017","Grant County, NM",0.1549
"cty13033","Burke County, GA",0.1549
"cty51630","Fredericksburg city, VA",0.1549
"cty48329","Midland County, TX",0.1548
"cty28119","Quitman County, MS",0.1548
"cty29215","Texas County, MO",0.1548
"cty37161","Rutherford County, NC",0.1547
"cty54095","Tyler County, WV",0.1547
"cty41047","Marion County, OR",0.1546
"cty01109","Pike County, AL",0.1546
"cty28151","Washington County, MS",0.1546
"cty28085","Lincoln County, MS",0.1545
"cty26053","Gogebic County, MI",0.1544
"cty13261","Sumter County, GA",0.1544
"cty39121","Noble County, OH",0.1542
"cty39059","Guernsey County, OH",0.1541
"cty17137","Morgan County, IL",0.1541
"cty48037","Bowie County, TX",0.154
"cty06005","Amador County, CA",0.154
"cty31131","Otoe County, NE",0.1539
"cty41019","Douglas County, OR",0.1538
"cty20159","Rice County, KS",0.1537
"cty37181","Vance County, NC",0.1537
"cty27005","Becker County, MN",0.1536
"cty48029","Bexar County, TX",0.1536
"cty17021","Christian County, IL",0.1536
"cty50009","Essex County, VT",0.1535
"cty28007","Attala County, MS",0.1535
"cty29101","Johnson County, MO",0.1535
"cty12057","Hillsborough County, FL",0.1534
"cty06069","San Benito County, CA",0.1534
"cty28051","Holmes County, MS",0.1534
"cty47175","Van Buren County, TN",0.1533
"cty13069","Coffee County, GA",0.1533
"cty31079","Hall County, NE",0.1532
"cty20005","Atchison County, KS",0.1532
"cty39131","Pike County, OH",0.1532
"cty05023","Cleburne County, AR",0.1531
"cty37035","Catawba County, NC",0.153
"cty18043","Floyd County, IN",0.153
"cty49013","Duchesne County, UT",0.1529
"cty40065","Jackson County, OK",0.1529
"cty45001","Abbeville County, SC",0.1528
"cty29185","St. Clair County, MO",0.1528
"cty55079","Milwaukee County, WI",0.1527
"cty39007","Ashtabula County, OH",0.1527
"cty20155","Reno County, KS",0.1527
"cty38085","Sioux County, ND",0.1526
"cty51683","Manassas city, VA",0.1526
"cty21131","Leslie County, KY",0.1526
"cty51113","Madison County, VA",0.1525
"cty35037","Quay County, NM",0.1524
"cty51760","Richmond city, VA",0.1523
"cty51770","Roanoke city, VA",0.1523
"cty48145","Falls County, TX",0.1523
"cty22087","St. Bernard Parish, LA",0.1523
"cty48245","Jefferson County, TX",0.1521
"cty16083","Twin Falls County, ID",0.1521
"cty45041","Florence County, SC",0.1521
"cty42093","Montour County, PA",0.1521
"cty37149","Polk County, NC",0.152
"cty39111","Monroe County, OH",0.152
"cty17107","Logan County, IL",0.1519
"cty28099","Neshoba County, MS",0.1517
"cty45085","Sumter County, SC",0.1517
"cty29043","Christian County, MO",0.1517
"cty51069","Frederick County, VA",0.1516
"cty46033","Custer County, SD",0.1516
"cty29157","Perry County, MO",0.1516
"cty12079","Madison County, FL",0.1516
"cty47089","Jefferson County, TN",0.1514
"cty29127","Marion County, MO",0.1514
"cty05047","Franklin County, AR",0.1514
"cty13083","Dade County, GA",0.1512
"cty49055","Wayne County, UT",0.1512
"cty18093","Lawrence County, IN",0.1512
"cty18099","Marshall County, IN",0.1512
"cty51051","Dickenson County, VA",0.1512
"cty35029","Luna County, NM",0.1511
"cty28101","Newton County, MS",0.151
"cty48241","Jasper County, TX",0.151
"cty08011","Bent County, CO",0.151
"cty18121","Parke County, IN",0.151
"cty22039","Evangeline Parish, LA",0.1509
"cty48015","Austin County, TX",0.1508
"cty51730","Petersburg city, VA",0.1508
"cty06053","Monterey County, CA",0.1507
"cty54091","Taylor County, WV",0.1507
"cty05101","Newton County, AR",0.1507
"cty20125","Montgomery County, KS",0.1506
"cty22013","Bienville Parish, LA",0.1506
"cty01087","Macon County, AL",0.1505
"cty17129","Menard County, IL",0.1504
"cty37023","Burke County, NC",0.1503
"cty16067","Minidoka County, ID",0.1503
"cty40089","McCurtain County, OK",0.1502
"cty30041","Hill County, MT",0.1502
"cty08101","Pueblo County, CO",0.1502
"cty47155","Sevier County, TN",0.1502
"cty37007","Anson County, NC",0.1502
"cty34011","Cumberland County, NJ",0.1501
"cty48307","McCulloch County, TX",0.1501
"cty01033","Colbert County, AL",0.1501
"cty42043","Dauphin County, PA",0.15
"cty53035","Kitsap County, WA",0.15
"cty54031","Hardy County, WV",0.15
"cty21225","Union County, KY",0.1499
"cty17011","Bureau County, IL",0.1499
"cty48167","Galveston County, TX",0.1498
"cty22097","St. Landry Parish, LA",0.1498
"cty24023","Garrett County, MD",0.1497
"cty48465","Val Verde County, TX",0.1497
"cty22029","Concordia Parish, LA",0.1497
"cty48257","Kaufman County, TX",0.1496
"cty29017","Bollinger County, MO",0.1496
"cty13271","Telfair County, GA",0.1496
"cty21167","Mercer County, KY",0.1496
"cty21081","Grant County, KY",0.1496
"cty12101","Pasco County, FL",0.1495
"cty40021","Cherokee County, OK",0.1494
"cty48225","Houston County, TX",0.1494
"cty13247","Rockdale County, GA",0.1493
"cty35005","Chaves County, NM",0.1492
"cty18059","Hancock County, IN",0.1492
"cty48087","Collingsworth County, TX",0.1491
"cty13217","Newton County, GA",0.1491
"cty20099","Labette County, KS",0.149
"cty06065","Riverside County, CA",0.149
"cty40037","Creek County, OK",0.1489
"cty23017","Oxford County, ME",0.1489
"cty05065","Izard County, AR",0.1489
"cty19087","Henry County, IA",0.1488
"cty47053","Gibson County, TN",0.1487
"cty29219","Warren County, MO",0.1486
"cty29229","Wright County, MO",0.1486
"cty29069","Dunklin County, MO",0.1485
"cty17091","Kankakee County, IL",0.1485
"cty22023","Cameron Parish, LA",0.1485
"cty35053","Socorro County, NM",0.1484
"cty17059","Gallatin County, IL",0.1484
"cty17161","Rock Island County, IL",0.1483
"cty31149","Rock County, NE",0.1483
"cty15009","Maui County, HI",0.1482
"cty26153","Schoolcraft County, MI",0.1481
"cty28091","Marion County, MS",0.1481
"cty05007","Benton County, AR",0.148
"cty17005","Bond County, IL",0.148
"cty28123","Scott County, MS",0.148
"cty19155","Pottawattamie County, IA",0.1479
"cty20163","Rooks County, KS",0.1479
"cty18145","Shelby County, IN",0.1479
"cty36107","Tioga County, NY",0.1479
"cty51045","Craig County, VA",0.1479
"cty12033","Escambia County, FL",0.1478
"cty48507","Zavala County, TX",0.1478
"cty47025","Claiborne County, TN",0.1478
"cty13169","Jones County, GA",0.1478
"cty17163","St. Clair County, IL",0.1477
"cty41045","Malheur County, OR",0.1477
"cty12055","Highlands County, FL",0.1476
"cty40147","Washington County, OK",0.1475
"cty48505","Zapata County, TX",0.1475
"cty19107","Keokuk County, IA",0.1474
"cty51049","Cumberland County, VA",0.1474
"cty22017","Caddo Parish, LA",0.1472
"cty48423","Smith County, TX",0.1471
"cty29059","Dallas County, MO",0.1471
"cty37101","Johnston County, NC",0.1469
"cty47149","Rutherford County, TN",0.1468
"cty51073","Gloucester County, VA",0.1468
"cty22001","Acadia Parish, LA",0.1468
"cty39073","Hocking County, OH",0.1467
"cty01085","Lowndes County, AL",0.1467
"cty36057","Montgomery County, NY",0.1467
"cty29139","Montgomery County, MO",0.1467
"cty13211","Morgan County, GA",0.1467
"cty41041","Lincoln County, OR",0.1466
"cty12125","Union County, FL",0.1465
"cty32021","Mineral County, NV",0.1465
"cty26007","Alpena County, MI",0.1465
"cty01129","Washington County, AL",0.1464
"cty42075","Lebanon County, PA",0.1463
"cty24015","Cecil County, MD",0.1463
"cty42133","York County, PA",0.1462
"cty29151","Osage County, MO",0.1462
"cty26009","Antrim County, MI",0.1461
"cty39029","Columbiana County, OH",0.1461
"cty05115","Pope County, AR",0.1461
"cty51017","Bath County, VA",0.146
"cty36003","Allegany County, NY",0.146
"cty55111","Sauk County, WI",0.1459
"cty12113","Santa Rosa County, FL",0.1458
"cty55123","Vernon County, WI",0.1458
"cty29201","Scott County, MO",0.1457
"cty37107","Lenoir County, NC",0.1457
"cty27097","Morrison County, MN",0.1457
"cty17105","Livingston County, IL",0.1457
"cty42119","Union County, PA",0.1457
"cty01005","Barbour County, AL",0.1456
"cty36015","Chemung County, NY",0.1456
"cty21109","Jackson County, KY",0.1456
"cty29095","Jackson County, MO",0.1455
"cty17063","Grundy County, IL",0.1455
"cty17139","Moultrie County, IL",0.1455
"cty27159","Wadena County, MN",0.1455
"cty47189","Wilson County, TN",0.1455
"cty29159","Pettis County, MO",0.1454
"cty37127","Nash County, NC",0.1453
"cty48123","DeWitt County, TX",0.1453
"cty37047","Columbus County, NC",0.1452
"cty20103","Leavenworth County, KS",0.1452
"cty29207","Stoddard County, MO",0.1452
"cty21221","Trigg County, KY",0.1451
"cty22085","Sabine Parish, LA",0.145
"cty48347","Nacogdoches County, TX",0.145
"cty39137","Putnam County, OH",0.1449
"cty48097","Cooke County, TX",0.1448
"cty29133","Mississippi County, MO",0.1448
"cty41001","Baker County, OR",0.1448
"cty19071","Fremont County, IA",0.1447
"cty48005","Angelina County, TX",0.1447
"cty46055","Haakon County, SD",0.1447
"cty20061","Geary County, KS",0.1447
"cty39097","Madison County, OH",0.1445
"cty29013","Bates County, MO",0.1444
"cty13311","White County, GA",0.1444
"cty35009","Curry County, NM",0.1444
"cty48353","Nolan County, TX",0.1443
"cty22009","Avoyelles Parish, LA",0.1442
"cty47131","Obion County, TN",0.1442
"cty40035","Craig County, OK",0.1441
"cty40099","Murray County, OK",0.144
"cty29067","Douglas County, MO",0.144
"cty13019","Berrien County, GA",0.144
"cty20059","Franklin County, KS",0.144
"cty18097","Marion County, IN",0.1439
"cty45081","Saluda County, SC",0.1439
"cty29510","St. Louis city, MO",0.1438
"cty18051","Gibson County, IN",0.1438
"cty48117","Deaf Smith County, TX",0.1438
"cty01023","Choctaw County, AL",0.1438
"cty41031","Jefferson County, OR",0.1437
"cty12133","Washington County, FL",0.1437
"cty40033","Cotton County, OK",0.1436
"cty51027","Buchanan County, VA",0.1436
"cty17115","Macon County, IL",0.1436
"cty51163","Rockbridge County, VA",0.1436
"cty06047","Merced County, CA",0.1435
"cty08123","Weld County, CO",0.1435
"cty01113","Russell County, AL",0.1435
"cty54027","Hampshire County, WV",0.1435
"cty47181","Wayne County, TN",0.1435
"cty55139","Winnebago County, WI",0.1434
"cty51141","Patrick County, VA",0.1434
"cty48493","Wilson County, TX",0.1434
"cty17201","Winnebago County, IL",0.1433
"cty05039","Dallas County, AR",0.1433
"cty12063","Jackson County, FL",0.1433
"cty05093","Mississippi County, AR",0.1432
"cty17045","Edgar County, IL",0.1432
"cty51093","Isle of Wight County, VA",0.1431
"cty56045","Weston County, WY",0.143
"cty27029","Clearwater County, MN",0.1429
"cty18039","Elkhart County, IN",0.1429
"cty16055","Kootenai County, ID",0.1429
"cty41043","Linn County, OR",0.1429
"cty26115","Monroe County, MI",0.1429
"cty29007","Audrain County, MO",0.1429
"cty18053","Grant County, IN",0.1429
"cty21177","Muhlenberg County, KY",0.1429
"cty47141","Putnam County, TN",0.1427
"cty26051","Gladwin County, MI",0.1426
"cty17103","Lee County, IL",0.1426
"cty55109","St. Croix County, WI",0.1425
"cty17149","Pike County, IL",0.1425
"cty48181","Grayson County, TX",0.1424
"cty48365","Panola County, TX",0.1424
"cty10001","Kent County, DE",0.1423
"cty18091","LaPorte County, IN",0.1423
"cty21143","Lyon County, KY",0.1423
"cty56037","Sweetwater County, WY",0.1422
"cty17199","Williamson County, IL",0.1422
"cty55059","Kenosha County, WI",0.142
"cty12123","Taylor County, FL",0.142
"cty54099","Wayne County, WV",0.142
"cty28011","Bolivar County, MS",0.142
"cty05083","Logan County, AR",0.1419
"cty47165","Sumner County, TN",0.1419
"cty51530","Buena Vista city, VA",0.1419
"cty26069","Iosco County, MI",0.1419
"cty26045","Eaton County, MI",0.1418
"cty42067","Juniata County, PA",0.1418
"cty40133","Seminole County, OK",0.1417
"cty40113","Osage County, OK",0.1417
"cty51065","Fluvanna County, VA",0.1417
"cty36123","Yates County, NY",0.1415
"cty48279","Lamb County, TX",0.1415
"cty21239","Woodford County, KY",0.1414
"cty39101","Marion County, OH",0.1414
"cty29221","Washington County, MO",0.1414
"cty39045","Fairfield County, OH",0.1413
"cty40101","Muskogee County, OK",0.1412
"cty51740","Portsmouth city, VA",0.1412
"cty17143","Peoria County, IL",0.1412
"cty27003","Anoka County, MN",0.1411
"cty20185","Stafford County, KS",0.141
"cty13241","Rabun County, GA",0.1409
"cty26111","Midland County, MI",0.1408
"cty40087","McClain County, OK",0.1408
"cty21105","Hickman County, KY",0.1408
"cty21199","Pulaski County, KY",0.1408
"cty51061","Fauquier County, VA",0.1408
"cty48065","Carson County, TX",0.1408
"cty21099","Hart County, KY",0.1408
"cty39095","Lucas County, OH",0.1407
"cty05029","Conway County, AR",0.1406
"cty37019","Brunswick County, NC",0.1406
"cty45077","Pickens County, SC",0.1406
"cty22069","Natchitoches Parish, LA",0.1405
"cty05031","Craighead County, AR",0.1405
"cty40069","Johnston County, OK",0.1404
"cty13097","Douglas County, GA",0.1404
"cty40135","Sequoyah County, OK",0.1403
"cty48321","Matagorda County, TX",0.1403
"cty13183","Long County, GA",0.1403
"cty18061","Harrison County, IN",0.1402
"cty29021","Buchanan County, MO",0.1402
"cty36035","Fulton County, NY",0.1402
"cty13025","Brantley County, GA",0.14
"cty18035","Delaware County, IN",0.14
"cty18163","Vanderburgh County, IN",0.1399
"cty06099","Stanislaus County, CA",0.1399
"cty22065","Madison Parish, LA",0.1399
"cty28097","Montgomery County, MS",0.1399
"cty01099","Monroe County, AL",0.1398
"cty47055","Giles County, TN",0.1398
"cty48237","Jack County, TX",0.1397
"cty29167","Polk County, MO",0.1397
